feature_id,Reviewed,Entry.Name,Protein.names,Gene.Names,Organism,Length
P20290,reviewed,BTF3_HUMAN,Transcription factor BTF3 (Nascent polypeptide-associated complex subunit beta) (NAC-beta) (RNA polymerase B transcription factor 3),BTF3 NACB OK/SW-cl.8,Homo sapiens (Human),206
P61626,reviewed,LYSC_HUMAN,"Lysozyme C (EC 3.2.1.17) (1,4-beta-N-acetylmuramidase C)",LYZ LZM,Homo sapiens (Human),148
Q14247,reviewed,SRC8_HUMAN,Src substrate cortactin (Amplaxin) (Oncogene EMS1),CTTN EMS1,Homo sapiens (Human),550
Q13123,reviewed,RED_HUMAN,Protein Red (Cytokine IK) (IK factor) (Protein RER),IK RED RER,Homo sapiens (Human),557
Q9ULW5,reviewed,RAB26_HUMAN,Ras-related protein Rab-26 (EC 3.6.5.2),RAB26,Homo sapiens (Human),256
Q562E7,reviewed,WDR81_HUMAN,WD repeat-containing protein 81,WDR81,Homo sapiens (Human),1941
Q9UHR5,reviewed,S30BP_HUMAN,SAP30-binding protein (Transcriptional regulator protein HCNGP),SAP30BP HCNGP HTRG HTRP,Homo sapiens (Human),308
O14495,reviewed,PLPP3_HUMAN,Phospholipid phosphatase 3 (EC 3.1.3.-) (EC 3.1.3.4) (Lipid phosphate phosphohydrolase 3) (PAP2-beta) (Phosphatidate phosphohydrolase type 2b) (Phosphatidic acid phosphatase 2b) (PAP-2b) (PAP2b) (Vascular endothelial growth factor and type I collagen-inducible protein) (VCIP),PLPP3 LPP3 PPAP2B,Homo sapiens (Human),311
O94915,reviewed,FRYL_HUMAN,Protein furry homolog-like (ALL1-fused gene from chromosome 4p12 protein),FRYL AF4P12 KIAA0826,Homo sapiens (Human),3013
Q68CQ1,reviewed,MROH7_HUMAN,Maestro heat-like repeat-containing protein family member 7 (HEAT repeat-containing protein 8),MROH7 C1orf175 HEATR8,Homo sapiens (Human),1323
P09455,reviewed,RET1_HUMAN,Retinol-binding protein 1 (Cellular retinol-binding protein) (CRBP) (Cellular retinol-binding protein I) (CRBP-I),RBP1 CRBP1,Homo sapiens (Human),135
Q0JRZ9,reviewed,FCHO2_HUMAN,F-BAR domain only protein 2,FCHO2,Homo sapiens (Human),810
Q8WVV4,reviewed,POF1B_HUMAN,Protein POF1B (Premature ovarian failure protein 1B),POF1B,Homo sapiens (Human),589
Q6SPF0,reviewed,SAMD1_HUMAN,Sterile alpha motif domain-containing protein 1 (SAM domain-containing protein 1) (Atherin),SAMD1,Homo sapiens (Human),538
Q9UNK9,reviewed,ANGE1_HUMAN,"RNA 2',3'-cyclic phosphatase ANGEL1 (EC 3.-.-.-)",ANGEL1 KIAA0759,Homo sapiens (Human),670
P54198,reviewed,HIRA_HUMAN,Protein HIRA (TUP1-like enhancer of split protein 1),HIRA DGCR1 HIR TUPLE1,Homo sapiens (Human),1017
O60934,reviewed,NBN_HUMAN,Nibrin (Cell cycle regulatory protein p95) (Nijmegen breakage syndrome protein 1) (hNbs1),NBN NBS NBS1 P95,Homo sapiens (Human),754
O00515,reviewed,LAD1_HUMAN,Ladinin-1 (Lad-1) (Linear IgA disease antigen) (LADA),LAD1 LAD,Homo sapiens (Human),517
Q8WYA0,reviewed,IFT81_HUMAN,Intraflagellar transport protein 81 homolog (Carnitine deficiency-associated protein expressed in ventricle 1) (CDV-1),IFT81 CDV1,Homo sapiens (Human),676
Q5VV43,reviewed,K0319_HUMAN,Dyslexia-associated protein KIAA0319,KIAA0319,Homo sapiens (Human),1072
Q01804,reviewed,OTUD4_HUMAN,OTU domain-containing protein 4 (EC 3.4.19.12) (HIV-1-induced protein HIN-1),OTUD4 HIN-1 KIAA1046,Homo sapiens (Human),1114
Q9H0G5,reviewed,NSRP1_HUMAN,Nuclear speckle splicing regulatory protein 1 (Coiled-coil domain-containing protein 55) (Nuclear speckle-related protein 70) (NSrp70),NSRP1 CCDC55 NSRP70,Homo sapiens (Human),558
P98170,reviewed,XIAP_HUMAN,E3 ubiquitin-protein ligase XIAP (EC 2.3.2.27) (Baculoviral IAP repeat-containing protein 4) (IAP-like protein) (ILP) (hILP) (Inhibitor of apoptosis protein 3) (IAP-3) (hIAP-3) (hIAP3) (RING-type E3 ubiquitin transferase XIAP) (X-linked inhibitor of apoptosis protein) (X-linked IAP),XIAP API3 BIRC4 IAP3,Homo sapiens (Human),497
P18887,reviewed,XRCC1_HUMAN,DNA repair protein XRCC1 (X-ray repair cross-complementing protein 1),XRCC1,Homo sapiens (Human),633
Q8WYA6,reviewed,CTBL1_HUMAN,Beta-catenin-like protein 1 (Nuclear-associated protein) (NAP) (Testis development protein NYD-SP19),CTNNBL1 C20orf33 PP8304,Homo sapiens (Human),563
P80303,reviewed,NUCB2_HUMAN,Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1],NUCB2 NEFA,Homo sapiens (Human),420
Q9Y2R0,reviewed,COA3_HUMAN,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial (Coiled-coil domain-containing protein 56) (Mitochondrial translation regulation assembly intermediate of cytochrome c oxidase protein of 12 kDa)",COA3 CCDC56 MITRAC12 HSPC009,Homo sapiens (Human),106
P51843,reviewed,NR0B1_HUMAN,Nuclear receptor subfamily 0 group B member 1 (DSS-AHC critical region on the X chromosome protein 1) (Nuclear receptor DAX-1),NR0B1 AHC DAX1,Homo sapiens (Human),470
O94829,reviewed,IPO13_HUMAN,Importin-13 (Imp13) (Karyopherin-13) (Kap13) (Ran-binding protein 13) (RanBP13),IPO13 KIAA0724 RANBP13,Homo sapiens (Human),963
Q96ST2,reviewed,IWS1_HUMAN,Protein IWS1 homolog (IWS1-like protein),IWS1 IWS1L,Homo sapiens (Human),819
Q9NXC2,reviewed,GFOD1_HUMAN,Glucose-fructose oxidoreductase domain-containing protein 1 (Gfo/Idh/MocA-like oxidoreductase domain-containing protein 1),GFOD1 C6orf114,Homo sapiens (Human),390
Q15334,reviewed,L2GL1_HUMAN,Lethal(2) giant larvae protein homolog 1 (LLGL) (DLG4) (Hugl-1) (Human homolog to the D-lgl gene protein),LLGL1 DLG4 HUGL HUGL1,Homo sapiens (Human),1064
Q86WA8,reviewed,LONP2_HUMAN,"Lon protease homolog 2, peroxisomal (EC 3.4.21.53) (Lon protease-like protein 2) (Lon protease 2) (Peroxisomal Lon protease) (pLon)",LONP2 LONP,Homo sapiens (Human),852
Q13838,reviewed,DX39B_HUMAN,Spliceosome RNA helicase DDX39B (EC 3.6.4.13) (56 kDa U2AF65-associated protein) (ATP-dependent RNA helicase p47) (DEAD box protein UAP56) (HLA-B-associated transcript 1 protein),DDX39B BAT1 UAP56,Homo sapiens (Human),428
P54868,reviewed,HMCS2_HUMAN,"Hydroxymethylglutaryl-CoA synthase, mitochondrial (HMG-CoA synthase) (EC 2.3.3.10) (3-hydroxy-3-methylglutaryl coenzyme A synthase)",HMGCS2,Homo sapiens (Human),508
P02765,reviewed,FETUA_HUMAN,Alpha-2-HS-glycoprotein (Alpha-2-Z-globulin) (Ba-alpha-2-glycoprotein) (Fetuin-A) [Cleaved into: Alpha-2-HS-glycoprotein chain A; Alpha-2-HS-glycoprotein chain B],AHSG FETUA PRO2743,Homo sapiens (Human),367
Q13895,reviewed,BYST_HUMAN,Bystin,BYSL ENP1,Homo sapiens (Human),437
O15145,reviewed,ARPC3_HUMAN,Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC),ARPC3 ARC21,Homo sapiens (Human),178
E9PAV3,reviewed,NACAM_HUMAN,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)",NACA,Homo sapiens (Human),2078
Q96ME1,reviewed,FXL18_HUMAN,F-box/LRR-repeat protein 18 (F-box and leucine-rich repeat protein 18),FBXL18 FBL18,Homo sapiens (Human),718
Q04726,reviewed,TLE3_HUMAN,Transducin-like enhancer protein 3 (Enhancer of split groucho-like protein 3) (ESG3),TLE3 KIAA1547,Homo sapiens (Human),772
Q9Y3I1,reviewed,FBX7_HUMAN,F-box only protein 7,FBXO7 FBX7,Homo sapiens (Human),522
P12532,reviewed,KCRU_HUMAN,"Creatine kinase U-type, mitochondrial (EC 2.7.3.2) (Acidic-type mitochondrial creatine kinase) (Mia-CK) (Ubiquitous mitochondrial creatine kinase) (U-MtCK)",CKMT1A CKMT; CKMT1B CKMT,Homo sapiens (Human),417
P28676,reviewed,GRAN_HUMAN,Grancalcin,GCA GCL,Homo sapiens (Human),217
P52292,reviewed,IMA1_HUMAN,Importin subunit alpha-1 (Karyopherin subunit alpha-2) (RAG cohort protein 1) (SRP1-alpha),KPNA2 RCH1 SRP1,Homo sapiens (Human),529
P05089,reviewed,ARGI1_HUMAN,Arginase-1 (EC 3.5.3.1) (Liver-type arginase) (Type I arginase),ARG1,Homo sapiens (Human),322
Q6R327,reviewed,RICTR_HUMAN,Rapamycin-insensitive companion of mTOR (AVO3 homolog) (hAVO3),RICTOR KIAA1999,Homo sapiens (Human),1708
Q96GM8,reviewed,TOE1_HUMAN,Target of EGR1 protein 1,TOE1,Homo sapiens (Human),510
Q8WUH6,reviewed,TM263_HUMAN,Transmembrane protein 263,TMEM263 C12orf23,Homo sapiens (Human),116
Q9Y223,reviewed,GLCNE_HUMAN,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase (UDP-GlcNAc-2-epimerase/ManAc kinase) [Includes: UDP-N-acetylglucosamine 2-epimerase (hydrolyzing) (EC 3.2.1.183) (UDP-GlcNAc-2-epimerase) (Uridine diphosphate-N-acetylglucosamine-2-epimerase); N-acetylmannosamine kinase (EC 2.7.1.60) (ManAc kinase)],GNE GLCNE IBM2,Homo sapiens (Human),722
P62273,reviewed,RS29_HUMAN,Small ribosomal subunit protein uS14 (40S ribosomal protein S29),RPS29,Homo sapiens (Human),56
Q92841,reviewed,DDX17_HUMAN,Probable ATP-dependent RNA helicase DDX17 (EC 3.6.4.13) (DEAD box protein 17) (DEAD box protein p72) (DEAD box protein p82) (RNA-dependent helicase p72),DDX17,Homo sapiens (Human),729
P29992,reviewed,GNA11_HUMAN,Guanine nucleotide-binding protein subunit alpha-11 (G alpha-11) (G-protein subunit alpha-11) (EC 3.6.5.-) (Guanine nucleotide-binding protein G(y) subunit alpha),GNA11 GA11,Homo sapiens (Human),359
Q86TG7,reviewed,PEG10_HUMAN,Retrotransposon-derived protein PEG10 (Embryonal carcinoma differentiation-regulated protein) (Mammalian retrotransposon-derived protein 2) (Myelin expression factor 3-like protein 1) (MEF3-like protein 1) (Paternally expressed gene 10 protein) (Retrotransposon gag domain-containing protein 3) (Retrotransposon-derived gag-like polyprotein) (Ty3/Gypsy-like protein),PEG10 EDR KIAA1051e MAR2 MART2 MEF3L1 RGAG3,Homo sapiens (Human),708
Q8N122,reviewed,RPTOR_HUMAN,Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein),RPTOR KIAA1303 RAPTOR,Homo sapiens (Human),1335
O94973,reviewed,AP2A2_HUMAN,AP-2 complex subunit alpha-2 (100 kDa coated vesicle protein C) (Adaptor protein complex AP-2 subunit alpha-2) (Adaptor-related protein complex 2 subunit alpha-2) (Alpha-adaptin C) (Alpha2-adaptin) (Clathrin assembly protein complex 2 alpha-C large chain) (Huntingtin yeast partner J) (Huntingtin-interacting protein 9) (HIP-9) (Huntingtin-interacting protein J) (Plasma membrane adaptor HA2/AP2 adaptin alpha C subunit),AP2A2 ADTAB CLAPA2 HIP9 HYPJ KIAA0899,Homo sapiens (Human),939
P48730,reviewed,KC1D_HUMAN,Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26),CSNK1D HCKID,Homo sapiens (Human),415
Q9UPN3,reviewed,MACF1_HUMAN,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/4/5 (620 kDa actin-binding protein) (ABP620) (Actin cross-linking family protein 7) (Macrophin-1) (Trabeculin-alpha)",MACF1 ABP620 ACF7 KIAA0465 KIAA0754 KIAA1251,Homo sapiens (Human),7388
Q9NZM3,reviewed,ITSN2_HUMAN,Intersectin-2 (SH3 domain-containing protein 1B) (SH3P18) (SH3P18-like WASP-associated protein),ITSN2 KIAA1256 SH3D1B SWAP,Homo sapiens (Human),1697
Q99523,reviewed,SORT_HUMAN,Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3),SORT1,Homo sapiens (Human),831
Q96KP4,reviewed,CNDP2_HUMAN,Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase),CNDP2 CN2 CPGL HEL-S-13 PEPA,Homo sapiens (Human),475
Q9H3R2,reviewed,MUC13_HUMAN,Mucin-13 (MUC-13) (Down-regulated in colon cancer 1),MUC13 DRCC1 RECC UNQ6194/PRO20221,Homo sapiens (Human),512
P50990,reviewed,TCPQ_HUMAN,T-complex protein 1 subunit theta (TCP-1-theta) (EC 3.6.1.-) (CCT-theta) (Chaperonin containing T-complex polypeptide 1 subunit 8) (Renal carcinoma antigen NY-REN-15),CCT8 C21orf112 CCTQ KIAA0002,Homo sapiens (Human),548
O60831,reviewed,PRAF2_HUMAN,PRA1 family protein 2,PRAF2 JM4,Homo sapiens (Human),178
Q9H7B4,reviewed,SMYD3_HUMAN,Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1),SMYD3 ZMYND1 ZNFN3A1,Homo sapiens (Human),428
Q5T2W1,reviewed,NHRF3_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF3 (NHERF-3) (CFTR-associated protein of 70 kDa) (Na(+)/H(+) exchanger regulatory factor 3) (Na/Pi cotransporter C-terminal-associated protein 1) (NaPi-Cap1) (PDZ domain-containing protein 1) (Sodium-hydrogen exchanger regulatory factor 3),PDZK1 CAP70 NHERF3 PDZD1,Homo sapiens (Human),519
O75367,reviewed,H2AY_HUMAN,Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205),MACROH2A1 H2AFY,Homo sapiens (Human),369
P56537,reviewed,IF6_HUMAN,Eukaryotic translation initiation factor 6 (eIF-6) (B(2)GCN homolog) (B4 integrin interactor) (CAB) (p27(BBP)),EIF6 EIF3A ITGB4BP OK/SW-cl.27,Homo sapiens (Human),245
Q16629,reviewed,SRSF7_HUMAN,"Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)",SRSF7 SFRS7,Homo sapiens (Human),238
Q9HCE5,reviewed,MET14_HUMAN,N(6)-adenosine-methyltransferase non-catalytic subunit METTL14 (Methyltransferase-like protein 14) (hMETTL14),METTL14 KIAA1627,Homo sapiens (Human),456
P12004,reviewed,PCNA_HUMAN,DNA sliding clamp PCNA (Cyclin) (Proliferating cell nuclear antigen) (PCNA),PCNA,Homo sapiens (Human),261
P10746,reviewed,HEM4_HUMAN,Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase),UROS,Homo sapiens (Human),265
Q9BXJ9,reviewed,NAA15_HUMAN,"N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)",NAA15 GA19 NARG1 NATH TBDN100,Homo sapiens (Human),866
Q96S44,reviewed,PRPK_HUMAN,EKC/KEOPS complex subunit TP53RK (EC 3.6.-.-) (Atypical serine/threonine protein kinase TP53RK) (Nori-2) (TP53-regulating kinase) (EC 2.7.11.1) (p53-related protein kinase),TP53RK C20orf64 PRPK,Homo sapiens (Human),253
P36405,reviewed,ARL3_HUMAN,ADP-ribosylation factor-like protein 3,ARL3 ARFL3,Homo sapiens (Human),182
Q9BUN8,reviewed,DERL1_HUMAN,Derlin-1 (Degradation in endoplasmic reticulum protein 1) (DERtrin-1) (Der1-like protein 1),DERL1 DER1 UNQ243/PRO276,Homo sapiens (Human),251
Q13510,reviewed,ASAH1_HUMAN,Acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (Glycosylceramide deacylase) (EC 3.5.1.109) (N-acylethanolamine hydrolase ASAH1) (EC 3.5.1.-) (N-acylsphingosine amidohydrolase) (Putative 32 kDa heart protein) (PHP32) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta],ASAH1 ASAH HSD-33 HSD33,Homo sapiens (Human),395
O43670,reviewed,ZN207_HUMAN,BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207),ZNF207 BUGZ,Homo sapiens (Human),478
P49755,reviewed,TMEDA_HUMAN,Transmembrane emp24 domain-containing protein 10 (Protein TMED10) (21 kDa transmembrane-trafficking protein) (S31I125) (S31III125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta),TMED10 TMP21,Homo sapiens (Human),219
Q13153,reviewed,PAK1_HUMAN,Serine/threonine-protein kinase PAK 1 (EC 2.7.11.1) (Alpha-PAK) (p21-activated kinase 1) (PAK-1) (p65-PAK),PAK1,Homo sapiens (Human),545
Q8N9V3,reviewed,WSDU1_HUMAN,"WD repeat, SAM and U-box domain-containing protein 1",WDSUB1 WDSAM1,Homo sapiens (Human),476
P09622,reviewed,DLDH_HUMAN,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)",DLD GCSL LAD PHE3,Homo sapiens (Human),509
Q8TAT6,reviewed,NPL4_HUMAN,Nuclear protein localization protein 4 homolog (Protein NPL4),NPLOC4 KIAA1499 NPL4,Homo sapiens (Human),608
Q14847,reviewed,LASP1_HUMAN,LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50),LASP1 MLN50,Homo sapiens (Human),261
Q9Y5B9,reviewed,SP16H_HUMAN,FACT complex subunit SPT16 (Chromatin-specific transcription elongation factor 140 kDa subunit) (FACT 140 kDa subunit) (FACTp140) (Facilitates chromatin transcription complex subunit SPT16) (hSPT16),SUPT16H FACT140 FACTP140,Homo sapiens (Human),1047
Q7KZI7,reviewed,MARK2_HUMAN,Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b),MARK2 EMK1,Homo sapiens (Human),788
Q15345,reviewed,LRC41_HUMAN,Leucine-rich repeat-containing protein 41 (Protein Muf1),LRRC41 MUF1 PP7759,Homo sapiens (Human),812
Q14657,reviewed,LAGE3_HUMAN,EKC/KEOPS complex subunit LAGE3 (L antigen family member 3) (Protein ESO-3) (Protein ITBA2),LAGE3 DXS9879E ESO3 ITBA2,Homo sapiens (Human),143
O75145,reviewed,LIPA3_HUMAN,Liprin-alpha-3 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-3) (PTPRF-interacting protein alpha-3),PPFIA3 KIAA0654,Homo sapiens (Human),1194
O00423,reviewed,EMAL1_HUMAN,Echinoderm microtubule-associated protein-like 1 (EMAP-1) (HuEMAP-1),EML1 EMAP1 EMAPL EMAPL1,Homo sapiens (Human),815
P10515,reviewed,ODP2_HUMAN,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (70 kDa mitochondrial autoantigen of primary biliary cirrhosis) (PBC) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (M2 antigen complex 70 kDa subunit) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)",DLAT DLTA,Homo sapiens (Human),647
Q9BWU0,reviewed,NADAP_HUMAN,Kanadaptin (Human lung cancer oncogene 3 protein) (HLC-3) (Kidney anion exchanger adapter protein) (Solute carrier family 4 anion exchanger member 1 adapter protein),SLC4A1AP HLC3,Homo sapiens (Human),742
Q15287,reviewed,RNPS1_HUMAN,RNA-binding protein with serine-rich domain 1 (SR-related protein LDC2),RNPS1 LDC2,Homo sapiens (Human),305
Q15907,reviewed,RB11B_HUMAN,Ras-related protein Rab-11B (EC 3.6.5.2) (GTP-binding protein YPT3),RAB11B YPT3,Homo sapiens (Human),218
Q5TA45,reviewed,INT11_HUMAN,Integrator complex subunit 11 (Int11) (EC 3.1.27.-) (Cleavage and polyadenylation-specific factor 3-like protein) (CPSF3-like protein) (Protein related to CPSF subunits of 68 kDa) (RC-68),INTS11 CPSF3L RC68,Homo sapiens (Human),600
Q7Z434,reviewed,MAVS_HUMAN,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Putative NF-kappa-B-activating protein 031N) (Virus-induced-signaling adapter) (VISA),MAVS IPS1 KIAA1271 VISA,Homo sapiens (Human),540
Q8TCT7,reviewed,SPP2B_HUMAN,Signal peptide peptidase-like 2B (SPP-like 2B) (SPPL2b) (EC 3.4.23.-) (Intramembrane protease 4) (IMP-4) (Presenilin homologous protein 4) (PSH4) (Presenilin-like protein 1),SPPL2B IMP4 KIAA1532 PSL1,Homo sapiens (Human),592
P49641,reviewed,MA2A2_HUMAN,"Alpha-mannosidase 2x (EC 3.2.1.114) (Alpha-mannosidase IIx) (Man IIx) (Mannosidase alpha class 2A member 2) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)",MAN2A2 MANA2X,Homo sapiens (Human),1150
Q96BY9,reviewed,SARAF_HUMAN,Store-operated calcium entry-associated regulatory factor (SARAF) (SOCE-associated regulatory factor) (HBV X-transactivated gene 3 protein) (HBV XAg-transactivated protein 3) (Protein FOAP-7) (Transmembrane protein 66),SARAF TMEM66 XTP3 HSPC035 NPD003 PSEC0019 UNQ1967/PRO4499,Homo sapiens (Human),339
P98175,reviewed,RBM10_HUMAN,RNA-binding protein 10 (G patch domain-containing protein 9) (RNA-binding motif protein 10) (RNA-binding protein S1-1) (S1-1),RBM10 DXS8237E GPATC9 GPATCH9 KIAA0122,Homo sapiens (Human),930
O00116,reviewed,ADAS_HUMAN,"Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)",AGPS AAG5,Homo sapiens (Human),658
Q9Y6V7,reviewed,DDX49_HUMAN,Probable ATP-dependent RNA helicase DDX49 (EC 3.6.4.13) (DEAD box protein 49),DDX49,Homo sapiens (Human),483
P62487,reviewed,RPB7_HUMAN,DNA-directed RNA polymerase II subunit RPB7 (RNA polymerase II subunit B7) (DNA-directed RNA polymerase II subunit G) (RNA polymerase II 19 kDa subunit) (RPB19),POLR2G RPB7,Homo sapiens (Human),172
P09132,reviewed,SRP19_HUMAN,Signal recognition particle 19 kDa protein (SRP19),SRP19,Homo sapiens (Human),144
P28331,reviewed,NDUS1_HUMAN,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial (EC 7.1.1.2) (Complex I-75kD) (CI-75kD)",NDUFS1,Homo sapiens (Human),727
P46100,reviewed,ATRX_HUMAN,Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX),ATRX RAD54L XH2,Homo sapiens (Human),2492
Q13547,reviewed,HDAC1_HUMAN,Histone deacetylase 1 (HD1) (EC 3.5.1.98) (Protein deacetylase HDAC1) (EC 3.5.1.-) (Protein deacylase HDAC1) (EC 3.5.1.-),HDAC1 RPD3L1,Homo sapiens (Human),482
Q14254,reviewed,FLOT2_HUMAN,Flotillin-2 (Epidermal surface antigen) (ESA) (Membrane component chromosome 17 surface marker 1),FLOT2 ESA1 M17S1,Homo sapiens (Human),428
Q8N2F6,reviewed,ARM10_HUMAN,Armadillo repeat-containing protein 10 (Splicing variant involved in hepatocarcinogenesis protein),ARMC10 SVH PSEC0198,Homo sapiens (Human),343
Q9H477,reviewed,RBSK_HUMAN,Ribokinase (RK) (EC 2.7.1.15),RBKS RBSK,Homo sapiens (Human),322
Q7L311,reviewed,ARMX2_HUMAN,Armadillo repeat-containing X-linked protein 2 (ARM protein lost in epithelial cancers on chromosome X 2) (Protein ALEX2),ARMCX2 ALEX2 KIAA0512,Homo sapiens (Human),632
Q96JX3,reviewed,SRAC1_HUMAN,Protein SERAC1 (Serine active site-containing protein 1),SERAC1,Homo sapiens (Human),654
Q9H6H4,reviewed,REEP4_HUMAN,Receptor expression-enhancing protein 4,REEP4 C8orf20 PP432,Homo sapiens (Human),257
Q9UQL6,reviewed,HDAC5_HUMAN,Histone deacetylase 5 (HD5) (EC 3.5.1.98) (Antigen NY-CO-9),HDAC5 KIAA0600,Homo sapiens (Human),1122
Q15717,reviewed,ELAV1_HUMAN,ELAV-like protein 1 (Hu-antigen R) (HuR),ELAVL1 HUR,Homo sapiens (Human),326
